opened_at,closed_at,symbol,side,avg_entry,exit_price,quantity,tranches,gross_pnl,commission,net_pnl,exit_reason
2025-09-26T14:50:00.0000000+00:00,2025-09-26T15:30:00.0000000+00:00,QQQ_iex,Short,590.695,592.34,58,1,-95.410,0,-95.410,"Stop-loss hit"
2025-09-30T14:10:00.0000000+00:00,2025-09-30T14:30:00.0000000+00:00,QQQ_iex,Short,595.325,596.46,83,1,-94.205,0,-94.205,"Stop-loss hit"
2025-10-03T14:50:00.0000000+00:00,2025-10-03T14:55:00.0000000+00:00,QQQ_iex,Short,604.095,604.60,192,1,-96.960,0,-96.960,"Stop-loss hit"
2025-10-07T14:35:00.0000000+00:00,2025-10-08T13:35:00.0000000+00:00,QQQ_iex,Short,605.44681818181818181818181818,605.14068181818181818181818182,308,3,94.28999999999999999999999944,0,94.28999999999999999999999944,"Stop-loss hit"
2025-10-08T14:05:00.0000000+00:00,2025-10-08T14:50:00.0000000+00:00,QQQ_iex,Long,606.865,606.14,131,1,-94.975,0,-94.975,"Stop-loss hit"
2025-10-09T14:35:00.0000000+00:00,2025-10-09T14:45:00.0000000+00:00,QQQ_iex,Short,607.29650442477876106194690265,607.10087758112094395280235988,339,2,66.31750000000000000000000068,0,66.31750000000000000000000068,"Stop-loss hit"
2025-10-13T14:35:00.0000000+00:00,2025-10-13T14:50:00.0000000+00:00,QQQ_iex,Long,598.905,597.44,63,1,-92.295,0,-92.295,"Stop-loss hit"
2025-10-27T14:30:00.0000000+00:00,2025-10-27T15:45:00.0000000+00:00,QQQ_iex,Long,624.53797297297297297297297297,624.90860810810810810810810811,185,2,68.56750000000000000000000035,0,68.56750000000000000000000035,"Stop-loss hit"
2025-10-28T14:20:00.0000000+00:00,2025-10-28T16:00:00.0000000+00:00,QQQ_iex,Short,628.895,629.31,234,1,-97.110,0,-97.110,"Stop-loss hit"
2025-10-29T14:00:00.0000000+00:00,2025-10-29T14:05:00.0000000+00:00,QQQ_iex,Long,635.195,634.61,161,1,-94.185,0,-94.185,"Stop-loss hit"
2025-11-05T14:55:00.0000000+00:00,2025-11-05T20:55:00.0000000+00:00,QQQ_iex,Long,621.49116,622.2473,125,3,94.5175,0,94.5175,"Stop-loss hit"
2025-11-06T15:00:00.0000000+00:00,2025-11-06T15:10:00.0000000+00:00,QQQ_iex,Short,615.66659292035398230088495575,615.0509513274336283185840708,113,2,69.5674999999999999999999996,0,69.5674999999999999999999996,"Stop-loss hit"
2025-11-11T15:05:00.0000000+00:00,2025-11-11T15:20:00.0000000+00:00,QQQ_iex,Short,618.30126865671641791044776119,617.9606343283582089552238806,201,2,68.4674999999999999999999994,0,68.4674999999999999999999994,"Stop-loss hit"
2025-11-19T14:55:00.0000000+00:00,2025-11-19T15:30:00.0000000+00:00,QQQ_iex,Long,602.03625,603.146875,64,2,71.080000,0,71.080000,"Stop-loss hit"
2025-11-20T15:00:00.0000000+00:00,2025-11-20T15:05:00.0000000+00:00,QQQ_iex,Long,612.015,610.87,82,1,-93.890,0,-93.890,"Stop-loss hit"
